"","c1","c2","c3"
"1",3.32306801638986,5.57913225734318,6.62049941362184
"2",3.28646380069586,4.86940505504204,5.79063646107795
"3",4.24747241954533,5.11172322624394,5.57100689762823
"4",2.17390367404128,5.65353181694236,7.7073026937226
"5",4.88651810012534,6.17066916250313,5.82659367662642
"6",2.67157358617388,5.30976612538514,6.14170498530621
"7",2.48883684505524,4.64164725680954,7.18942082338467
"8",3.2866248615979,4.78372666076159,5.92333979765912
"9",4.17833213051204,4.09342462709813,5.58591335941929
"10",2.92016311900858,6.16515060037325,9.22222819205556
"11",2.71038661200584,5.08646063493679,6.78903550957081
"12",3.73626200957747,4.6518248664911,7.62961060889546
"13",2.29214903904874,4.79836237960802,8.12703039442844
"14",3.4223053742672,5.39237178412285,6.42003597643677
"15",3.39210037261436,5.49488235665774,7.86147208317787
"16",3.20555739520663,4.53181316567993,7.67305682536165
"17",3.23624841453817,4.59677460451063,6.94775294252359
"18",4.21463398418878,5.12598605993921,6.81275845457615
"19",1.42179865575345,3.91802287079224,7.24703549220887
"20",2.37616811189674,7.1854876300812,7.89645478157511
"21",3.47154467821863,6.43868755600472,5.11193738870966
"22",4.84987775021095,6.39297001152393,6.37045309855717
"23",2.9573602349847,4.07196123548791,5.65422780571859
"24",1.53316377552057,4.85742211398581,7.17822125339816
"25",3.15616835074368,5.94357907189842,8.25251777654168
"26",4.29355740920275,4.76127172235147,6.36553737659721
"27",2.42767308685672,5.61665412440038,6.18059669449326
"28",3.30975061997872,5.6899641717622,7.53808009081728
"29",2.61763556523977,6.51553765170646,7.05380151005959
"30",4.12342097881503,5.44432047824402,8.28710408108174
"31",3.14750135013216,5.19752109092345,6.84626428088947
"32",3.27249085034431,3.77102224281683,7.63565096322953
"33",4.29436024298278,5.887070696532,7.71481871413144
"34",3.6122146443993,1.96929150341938,6.81940318524151
"35",2.10107766006561,3.94189835411365,7.22867510013086
"36",3.12330552826462,6.92742084127897,5.73421613845218
"37",3.612391206258,3.57700337620616,6.64100223379121
"38",2.27056296045351,6.32366587458849,5.3359594851969
"39",3.94941861249779,4.21692090062337,6.68485000851431
"40",2.42864171489121,5.37042356001293,4.98665531549295
"41",2.42329144625993,5.48197513242174,6.28120279224809
"42",3.81374664454885,4.05079615068979,5.84122737731749
"43",3.29474835340539,3.81892111237351,7.27398707496423
"44",3.96432467173913,4.80717547791494,6.53618449291927
"45",1.92871924813391,5.49726348526515,7.45178771798694
"46",3.93465224538645,2.89397968283586,7.69940795322641
"47",2.60796277545481,3.71948969385211,7.35590835824071
"48",1.45737302796722,4.93954709378076,8.93673820696964
"49",2.11018270274284,3.93129088266589,4.93812744840132
"50",3.47312973566829,5.44030183224629,9.20148570265778
"51",2.80746583900253,4.49905791514528,7.17205130237679
"52",0.413196942690202,4.45762351053606,7.82296309326064
"53",3.24404186514325,5.04277054082971,6.44453082588787
"54",0.660463659224572,5.98696684463438,7.51982559645742
"55",1.83873743831143,5.22301451878486,7.36816771788302
"56",2.37055230671252,3.27923393869734,6.18827766754948
"57",1.62528830609185,4.21521326143538,7.67115958245496
"58",2.24815551995361,4.59443780235029,7.04912938814691
"59",3.47299083300084,5.39126784001305,8.31725174458727
"60",2.85048389667146,4.38251844958908,7.03855241251876
"61",2.84232957534856,6.63375888683968,5.96557784866159
"62",2.82265856127888,5.2182160307886,7.14681740491402
"63",2.0990651556454,4.93099703243038,6.70070548981528
"64",4.0510228352956,6.27970780922393,5.59090730560521
"65",4.81597079486679,5.10932886577964,5.94376681961183
"66",2.45578546068805,4.96308834945281,7.23504097759906
"67",2.38978543516313,5.80726204387515,7.07490014293403
"68",2.94323193824066,5.38974338630253,5.96249183575905
"69",3.34190024368513,6.70166034512241,6.79171460607849
"70",5.39120199443137,5.04363082793908,7.14026811938808
"71",3.88166331726994,4.1842580545694,6.27269732698975
"72",2.85371480194835,6.26792487605739,7.40421780224767
"73",3.75860886299648,4.87907816006606,6.91776998075235
"74",2.62653245954933,5.16228544726324,4.91464695073099
"75",1.52721875829211,3.72993509045387,6.79278655118854
"76",1.93581225106288,5.48693817352508,5.65604648072491
"77",3.01010935729203,5.38642462212204,7.96652898061774
"78",2.76267365778882,5.32405885960999,8.13572788753044
"79",4.26606717450546,3.95409982984264,8.66469886501654
"80",4.27751116208596,4.43298404212112,6.40402793278155
"81",3.61363323399303,5.09567215782172,7.36333275009251
"82",3.27268108121191,4.83337189492494,7.69204442313936
"83",1.94402968378249,5.17359006813714,6.07309486003279
"84",2.34685988349148,5.07465789200092,7.55629998802648
"85",0.41552893617464,5.26599454076861,7.38657855180448
"86",2.52663073802973,5.25909696530709,8.51195305658348
"87",1.84717311099664,5.23929212630735,7.36646698247058
"88",2.43280622201597,6.61930555219344,7.52972256476875
"89",2.21989276416104,4.33565956584049,6.4197676272003
"90",3.52869510419459,4.97931472037628,8.27811210268316
"91",1.49850600148332,3.94825621531481,6.7980500457181
"92",1.96238568563088,7.31229833994731,6.91601384510639
"93",3.31087758210792,5.30616440940455,6.28451059168251
"94",2.71786605111526,6.17484466090195,6.91636854411446
"95",3.53050721340168,4.74110365226446,8.28537912349681
"96",2.82632523888691,6.29668232039301,6.67444062593433
"97",1.54167214175822,5.23133412603894,6.28145882692231
"98",3.35091498982754,5.86884663636297,8.71069278549663
"99",2.8339219355248,6.11369731145553,6.11259018373453
"100",3.25010629634356,3.975358930453,7.25890213888188
"101",2.99490971883654,4.21563073413976,7.09858040809229
"102",3.62351646501885,4.60392133706,7.10967629954275
"103",2.42632840035194,4.76011158884372,6.54674782104902
"104",2.42818498669653,4.99660492489695,6.57098198379761
"105",2.69078864027105,5.08257669579807,5.07320625770034
"106",4.33917130881193,4.9498288464365,5.05038095114036
"107",2.96102416901215,6.61664527748547,6.62429714971932
"108",3.23921843410241,5.04835681476242,7.24197204966249
"109",2.05890800294598,5.42445156626562,6.96592745989341
"110",2.33760529269066,5.16445947018933,7.68063549669823
"111",3.49227164192748,4.31939229626201,7.28229949240255
"112",2.66591094743905,3.93651958541055,7.29690660519699
"113",1.24469827834027,5.4351371931427,7.28928647114434
"114",2.34981850308215,5.42390173917767,7.03295779904109
"115",2.80474192424166,4.71755471085196,6.21672056658893
"116",1.17816664846183,4.27071316742033,8.48797515881708
"117",2.02392335371588,4.58583770545098,7.38036142724217
"118",2.53872164722987,3.18580137617063,8.66629968230089
"119",2.80252166039306,4.7300942935312,5.32581183248844
"120",2.43836450390005,5.7155794649158,7.08242780260722
"121",3.23571110892314,5.21209060967741,7.7301265197662
"122",2.40586712894376,4.42183712054753,6.58893445079365
"123",1.67485680291383,5.97685104262952,8.79656996999299
"124",3.17129428711351,3.98591057245872,7.05470598856509
"125",2.22721674881708,5.8053697137928,8.10553478444548
"126",4.00710563548379,4.48238832464897,6.51386522362396
"127",3.9302392787885,5.46812500197153,6.98231935016628
"128",4.15528928937562,3.95515974476928,7.81371796756519
"129",3.78413553089516,3.48506149349873,6.18540349344072
"130",2.8126199673403,4.36243205729633,8.20510338849951
"131",3.27726093579677,3.77790865543919,7.10115906159364
"132",4.43493981909921,4.07176407658608,7.95027400951417
"133",1.6696969143919,5.61249645308833,6.71436125294115
"134",3.19283450987658,4.91469382479036,8.23222482400912
"135",4.0001443694113,3.86811884567909,7.88979203200877
"136",3.59608542914446,2.35179612881244,6.97849330099777
"137",1.859290098921,5.19009151595376,7.36718816255468
"138",3.98445177199738,5.46305067860081,8.35439154573245
"139",3.76002459804679,6.55094344963948,7.18222244703232
"140",2.53483092814946,5.51512581988126,4.73776325066575
"141",3.31017643596138,4.82703153713648,6.21333679022433
"142",3.34703173611348,6.55380972411794,6.17742196041131
"143",3.8773299256748,4.46861427677683,6.257151073644
"144",4.65002245811059,6.16405694072395,6.85911768482655
"145",2.64137758560566,5.51587460647217,7.266000707138
"146",2.99603454870522,4.9240349250796,7.99492704209993
"147",4.0806753645603,3.80909851985049,7.95470358935605
"148",3.65506913372256,3.52365283518189,8.15416507894187
"149",2.50537679782633,3.64647475945238,7.15830488280906
