"","c1","c2","c3","c4","c5","c8"
"1",2.76499159825137,3.36337028362958,6.96598683247642,6.78714924668323,7.74745208910254,10.073629543852
"2",3.67629784928117,2.8680102031556,3.71696072863669,6.42573743652579,7.92683255851421,9.57273098771709
"3",2.53578572858425,3.60501525312162,5.28899626029641,6.86901746331838,8.92691407411334,9.77311679052104
"4",2.08806608166144,3.67380264641535,6.34635493436694,5.14406546006558,8.82748655400957,9.42023460491506
"5",2.01969847034659,4.77320024030032,5.58917472820846,6.47679992618291,8.42714089817478,9.95073014143945
"6",5.16919634999476,4.11003196369873,5.15264697169249,7.33173876852851,7.43450515149513,9.74839101493797
"7",3.30048756472428,3.88002698734131,4.24152996212489,5.57368443469838,8.06913874254179,9.50589875931616
"8",2.13181007660998,4.15553739527657,5.7260760989434,6.08085668593484,7.48140831474592,9.1547237444061
"9",3.04013230686434,3.93998223787773,5.96588855692712,7.15684729574911,9.48624524923753,10.4635290161835
"10",0.662162826168928,1.51723261100871,6.02420963452294,6.57587049639126,8.1747400267598,9.20693880453261
"11",1.46428544297137,4.7918273805131,4.396924815684,6.78225841523291,8.5509527685744,9.49473376804244
"12",4.05607863326243,2.79544715477542,3.57474162395014,6.99266946481377,8.22162567786607,9.60025311686479
"13",2.5046117373574,2.80898151326618,4.60930277627522,7.11095015468003,8.31298076455776,8.41305183724539
"14",4.74531682697611,5.17101660397572,5.6638336546741,5.74706944285852,6.35580801185416,8.88584225872572
"15",1.40828662488453,2.27955869370001,4.18377421237667,4.50433870936201,8.74849112634585,10.0155486576981
"16",3.03233225216516,2.12948488078194,3.37669056349841,7.40329341530716,7.34327334543139,8.87629147132975
"17",3.83492355574653,5.76350713670195,6.2107415574273,6.61260767721239,7.51232316176123,8.89884153136304
"18",4.05212674963979,4.31578729660691,5.54633365904305,6.73266166841996,8.87484775994915,8.26447810462815
"19",4.34180388947061,5.3993844155806,7.00853346235928,5.1063165285664,8.2695940728746,9.86163511307035
"20",3.47009667800301,3.08445334611805,5.48733893043146,3.33852137566264,9.47008033193063,9.97906031840225
"21",3.73068037598558,4.89563284145165,4.97383522120423,4.86040002545015,7.40287262311982,9.66280528647686
"22",2.18434269109332,3.95865607300518,3.02342191060979,5.67105603060293,9.77553731718074,10.271110848428
"23",3.18923399278024,2.62374893129938,6.31275793990599,5.64690695203168,7.13284899057645,9.80978577317886
"24",3.86960911322228,3.73006691308775,5.26112554615924,7.13224039950741,8.6359066804168,9.34130560944347
"25",1.8252382039111,4.49563283422074,4.70609312192635,5.08429893616688,8.13512003070542,11.4298723323396
"26",0.761600299429523,2.78738173455401,6.52234754436813,6.59833491287699,6.27385468021455,8.83036556909937
"27",2.96362106954567,3.41007633315174,4.40640069500575,5.19091144879354,8.00683717675652,10.1293448571352
"28",3.23783940679595,4.73748375250665,5.95466427415986,5.43324195990072,9.03147663342108,10.4623262132462
"29",3.46771208553091,4.03476150487414,5.05661929374359,6.41830753422414,10.1666892192882,10.1814549923383
"30",2.07780485077864,1.98282645912823,4.83984513630321,4.63565315544995,9.2813382871618,8.61287291026873
"31",2.74621107237333,3.02239484707328,4.37705165374894,6.56530328115407,7.60775162195232,8.75717730198238
"32",2.37634641761834,1.93251683674816,4.51273320887281,5.50186330406127,9.09691736865821,9.92379849437141
"33",4.17927063180918,3.24215742184048,5.41566233457711,5.83467490622235,7.43279389008752,9.03780753992442
"34",3.47145814166425,3.58158094623312,5.21744224042062,4.75892399635052,8.46977175699081,10.2017460466367
"35",5.2642531928364,4.08343702199079,2.520727457773,6.88379014016337,7.22873364560416,8.6590052089286
"36",2.45185489423263,5.23608441782184,7.27861583064887,7.57659631394126,10.1128737909662,9.29058773411478
"37",4.42118159758063,5.42335972754441,5.44006047075906,5.00775332297266,10.9232286027221,10.4306738817644
"38",0.874693803587616,4.66224276960763,7.14873371937782,4.84023759457191,7.46383582243767,9.58775404595446
"39",1.65230582667766,3.7718769400093,5.9693259261358,7.13941600636797,8.78683530639624,9.4870622425473
"40",1.14333989443603,4.25204314931292,6.97738712480136,8.70156968824986,8.58002555979011,9.42942846818491
"41",1.91665283308418,3.14476298384321,5.89712837497506,5.59131592901096,7.44659559987638,9.02207940240734
"42",2.57939085549506,3.3316638981471,6.33104755740438,8.2251440584421,9.40199692062498,9.36388469951948
"43",2.99123385889671,3.49533425277329,6.14359055377194,6.79367075010174,9.1147525288952,10.0028437928458
"44",3.9140633932104,2.26273621074086,4.05360272907896,7.59206267598335,8.56001289726572,10.0545751565364
"45",0.789368776511321,4.56679102643532,5.54965861838531,6.41951654712179,7.14541271299299,9.82792433143186
"46",4.39894002984751,4.88285085396261,5.19881188812041,6.62641306786334,9.01518705472814,9.69329782608638
"47",1.66199247371228,5.61742842225463,3.37239185032116,6.30844206418048,9.1644269832702,9.14557201156627
"48",3.80030584993525,2.8752983900799,5.02884194882931,6.57414323341595,8.15685183594082,10.2168683400201
"49",4.03652799007194,3.06762304717129,4.70411079055944,7.28117333925767,8.47512737605921,9.10821006806644
"50",3.28758208451489,5.00342949208022,6.66431347581009,6.61804865837769,10.3352614814446,10.1205579064396
"51",3.74180797387095,4.35853695329607,5.96761256936959,6.82583013326808,9.59345971599659,10.0736601452706
"52",2.31969516875997,6.56759319623185,4.77009321610385,3.90074385499806,9.06073852797584,10.9644308885511
"53",1.65962150781368,3.18328788492109,5.78016006919978,5.82349203134914,8.0363626997498,9.07813172005437
"54",2.87919462165316,5.78793358677452,6.02436961455752,5.57096671287189,8.768476845919,9.32565781118178
"55",1.80209981783543,1.5228778681377,5.76047226629142,2.61185795303488,9.61084985340794,8.25720529129132
"56",0.884633477934404,4.6290636768879,4.94105529187683,5.68896935365569,10.7731664408624,10.3283904332997
"57",4.86901192623352,3.21226416941085,5.60961617697256,6.18208367824444,8.42689848263701,8.82722516101574
"58",3.87495093382607,3.42372898640129,3.8216598127677,6.67289424029963,8.45960291830096,9.5581807681743
"59",4.37340379504663,3.95506068863774,5.69153012513522,7.80860852139997,8.90264262600782,9.22670581081492
"60",2.49818982779025,4.88357796525575,4.33852405524544,5.74061770573295,7.98867136489511,9.736929410268
"61",1.76339756547891,4.91509421498354,4.81198655467476,4.91577150322185,10.5772411251005,9.38763037670643
"62",2.73060257008623,4.51687821074453,7.85258649976565,5.18974219823974,8.39807405380903,10.168516966941
"63",2.55929980785563,4.63251248758433,4.83919357031286,7.9400578982777,9.36427470832964,9.03564690484201
"64",2.84256272470236,6.04678197420375,4.89644826989852,6.56044047861975,8.16358746167557,9.6737714871822
"65",2.91835350372279,3.44931169810197,4.75172720894103,5.70294796106945,8.80979643306822,9.88200178732166
"66",3.25308977500879,3.0075526201071,5.58918636094834,8.41759708550376,6.53840545236778,9.55542590800261
"67",2.52988183761363,3.01268948764814,4.93281367076823,6.34143792582522,9.22250314143042,10.1419738589373
"68",2.67482677820293,3.95802740584703,5.69926412605413,5.61900391755956,6.886806827738,10.5406803749537
"69",3.77725649235839,2.1986782884469,4.0130085504817,6.86733438138794,8.13943173354347,9.35424799935396
"70",1.17580699481206,2.83675941387854,4.68764625876551,6.55458044398004,9.23243388377139,9.1703134591495
"71",3.36736725825521,6.96308321872428,5.35833585565426,5.6826997489338,9.27179103166473,8.34362051104476
"72",3.20616437541575,5.49141371286831,4.72617120707792,5.93951324072505,10.1670052427885,10.2594795038893
"73",5.20495793712194,5.42382836863002,4.93153751889024,5.75793624231004,9.23326513974189,8.98246099439514
"74",2.92612178991138,3.74810789608368,4.61529964291831,5.84381657913564,10.1453828073626,9.78573209574967
"75",2.2911675688528,4.92381119972678,6.32112193665126,7.66163888934746,8.63889242661707,10.4981118827862
"76",4.65230596145669,5.04151659830183,6.39261985367342,6.14685759051273,7.56890283708636,10.5263295461795
"77",3.91670648701592,4.15089334098067,5.82545329696255,4.72114588007475,8.4288659277825,10.2995086261081
"78",1.76338633468058,4.4177826932364,6.66894644136987,6.37593574889056,8.89035484075846,9.25294879824505
"79",4.35268321287423,3.61708452687512,6.18839446413426,5.68409404651031,8.99558637537098,9.78217372929965
"80",1.93422004262144,5.57942669276342,6.02183729264231,5.72023392725719,9.94342480196394,9.48426424908549
"81",2.95590698851758,5.25547572562854,6.53018525684711,5.41810142491328,8.0697822671534,10.2938122646102
"82",2.62711172616374,6.03913482710595,5.95399084920161,5.55978530067197,7.77901957461467,9.53998998254333
"83",2.25860024079832,4.60077209566537,6.61368085996953,6.88528415431219,9.1498558644362,8.745697905155
"84",1.25238956824112,4.06188002694031,7.67197311504687,5.04804841510346,9.01989313260291,8.76020558012029
"85",2.76707624151123,6.22103504753434,5.37715174130097,4.72396736050567,7.90729793470056,9.45243708287878
"86",2.56080858515777,5.8480062372317,6.6154159740746,5.91656793743468,11.0955173883934,10.2618444010316
"87",2.11868640906126,4.96284743475948,5.60493002602034,4.87439637775208,9.13409729267477,9.58526434840701
"88",2.04868709256484,4.76732862378009,4.85507291306618,5.71692944082381,8.30347546778898,9.6816968174846
"89",3.58107192199727,4.31317676857187,5.5466002051728,7.35655556032242,7.01884937157794,9.62433362279256
"90",1.77656652786468,5.96743777499631,5.57587005600944,5.26971328122394,7.47529258304122,9.27363267722372
"91",2.57051897300267,4.85432391800301,5.98018932461291,4.85129052575927,8.72989979314461,9.21272443895072
"92",2.78764717774323,4.71056952526767,5.36922188099794,6.05810940794841,8.6928131813579,10.298590865789
"93",3.17860649052283,4.37724821088264,5.52934501926598,5.9627159410418,7.39777025697192,9.05427541026897
"94",3.39773645360841,4.96415351863432,4.93006966707965,5.89398101614286,9.06902832714378,10.1697191956049
"95",1.97686356344354,4.20404721864879,5.99178682183943,6.26432904320769,8.71676910221596,9.49142740451193
"96",2.98077688391462,5.91796535205951,6.2896983128727,4.74409052606735,9.82203651782558,10.0728690274225
"97",3.5147675673634,1.52329945324642,6.86536586654635,6.2172902150237,8.24432828284333,9.57866706516238
"98",3.05298940885129,4.75043374643883,3.50125328279273,4.58357075696385,8.72931071427777,9.7001638663214
"99",4.53010148209015,2.92874044823178,5.60158733471325,6.6915178449082,8.7547102368657,9.32178024156866
"100",3.7870798498114,3.11300634025545,5.53850039515368,5.50060087886326,7.69630035187112,9.62072689375378
"101",0.711234733155278,3.76603619792409,5.20432318233336,6.78993501886342,9.69791025515059,10.4185928348634
"102",3.96462649104346,4.61363494847291,4.59864984721506,5.12471430461079,8.16980296816311,9.84150715844433
"103",4.72303664986057,3.74988668558585,4.73790264651506,4.66833006485066,7.93512794961852,9.16193909294894
"104",3.19323070953442,4.31371348002384,5.67561725006628,7.07539259964613,8.07272052481049,8.91399130610143
"105",1.72418466849221,4.11294974519858,4.1445701961109,7.38290745309112,7.6494312237236,10.7078051558461
"106",3.98183101573709,3.43643523548241,4.36840702495286,4.69303012373753,8.71516264946181,11.0522137492378
"107",4.39061055377973,2.15563504900521,5.83820816294961,7.39557915747219,9.04230733768878,9.6373099566932
"108",2.59938411510416,3.36844498092298,7.12689136652325,6.25449360108106,6.83074376197748,9.50709890244896
"109",4.26568525313713,4.64584783282379,4.36912704059914,6.28920117697168,9.93008787767089,10.8282067675883
"110",3.00065187473312,4.23770699590514,4.83232681185174,5.85591470470237,9.22228146458726,10.4449991405783
"111",2.59294965831238,5.01603423561705,5.25160783354625,9.17128150636467,9.23390429359408,9.64639732530418
"112",0.839574196131363,3.04638230115139,6.25867272106575,6.28840161360231,8.87462374608917,10.3642722393354
"113",4.07834946061928,2.9005865709651,4.36018750060684,4.98081789377746,8.41188019646378,9.10412967230261
"114",3.82974434266941,3.72827084443427,6.85574005510463,4.52461616002339,7.92686611692921,9.47691081015391
"115",2.04761506582126,3.73389460199479,6.52624216023704,5.42838531913015,8.82224331006607,9.17862722493227
"116",2.78724045039737,1.90158496022039,5.64694081447926,4.3386876334069,8.58039667139617,8.87750706808796
"117",3.25590126427102,4.23837834483991,5.48951040259476,4.58477544879104,8.25442030445773,9.4787246666777
"118",3.01241274473229,2.97162357806428,6.6044688682771,6.16922111598031,8.45642247342717,10.1451964927119
"119",2.19673351326266,5.06730416516842,3.59244126816966,7.21108780544743,7.78107239359595,9.68651235962062
"120",2.53800366089317,5.1667476581867,4.1037313971532,5.46796043494773,7.63150201717022,9.08517383513272
"121",1.16716679425167,3.03343689922876,6.49481494415425,5.73603627819073,9.85386232177407,8.53269578231919
"122",2.88500817404188,3.78399997269147,5.45757606762873,6.41764009018291,8.16206869629172,10.5499127086188
