,0,1,2,3,4,5,6,7,8
0,0.00017624560265698132,0.3361744012834779,0.3782816123690194,0.24783442969861744,0.0002594974532453331,0.0005681819457746056,0.03669273294538836,4.9009049091633375e-06,7.997796910767188e-06
1,0.0006385315658769243,2.7892948795330757e-05,1.6427977271371104e-05,2.765463233851989e-06,9.301932810785006e-07,8.288107884699598e-05,0.00013318904170685634,0.9989905737280926,0.00010680800289496244
2,0.009989301045463415,0.0010424384169999835,7.388136780285236e-05,0.27014369649430364,0.00019817619457305338,0.6742506383116535,0.013348045664126193,0.02766459594549642,0.003289226559580919
3,0.15574891494517978,0.17181935849662916,0.05250649974598781,0.006205222823145593,0.034737919688493935,0.025506356652424032,0.050171198908799515,0.19271289685328835,0.3105916318860519
4,8.720933023261648e-05,0.3306077213158779,0.5977731939485811,0.05438265584125986,0.0002038170488000779,9.202744203640992e-05,0.016798863909441072,3.52918555274276e-06,5.09819782180839e-05
5,1.4937734987958307e-05,0.9578806489453499,0.040008591074951035,0.0005586463216624223,0.0006778357187507615,0.0001170625025414594,0.0006537035574384635,7.544069676868966e-05,1.3133447549605067e-05
6,5.3208128715802295e-08,0.9688615448104432,0.02859704309486053,0.002530348160956626,1.0193318855583408e-05,4.289589442360284e-09,4.76548655757063e-08,1.2943664000287942e-07,6.36025660265891e-07
7,6.845919903968587e-08,0.9670290675682578,0.024781429107190483,0.008187500064160044,9.613368486607058e-08,1.8984515905172592e-09,1.764834795711263e-06,3.080751974764395e-10,7.162618537319552e-08
8,3.7853039462211105e-05,0.40208980107048947,0.5179628112910265,0.028381580057109206,6.744896363717575e-05,0.0005978195521483248,0.05083023933443797,1.2665938780209895e-05,1.978075290881177e-05
9,7.524434480145715e-05,0.3494437528794667,0.5573485278824314,0.09099010247722034,0.0005588798427010179,0.0001336435342569625,0.0009533344953520807,0.00010568666280732518,0.0003908278809627454
10,0.034791144989728795,0.0003775834013727338,6.938893281787793e-06,0.0007272150078573697,0.0005157534038209427,0.8078380685267277,0.0026715208676112824,0.004018229707210311,0.14905354520238906
11,0.010668713755529254,3.342576597931678e-05,0.0004310089401305973,0.0003415231771388824,2.150326023280854e-05,0.01001494444992461,0.00041242525834782166,0.9650389834960363,0.01303747189668055
12,6.705597871038728e-05,0.7023920484426578,0.27504194880043625,0.0010759433345532627,0.0014844264742278482,0.004969542191188007,0.0034292342399691767,0.011521552447900613,1.824809035648318e-05
13,0.04885365703427073,0.00042209433116443005,0.0015512972745312784,1.2382460837964214e-05,8.028010175387151e-06,0.012331706514648037,0.031190187076188192,0.8838624087865246,0.021768238511659384
14,1.0350557732771059e-07,0.0009726493273431292,2.5041270704806258e-05,0.00020572987832361703,0.9987930436073859,7.878603603505654e-08,2.705492466716025e-07,2.8294488996453104e-06,2.5362648317179176e-07
15,9.03573340520202e-06,0.003348915956392858,0.0033235475814787324,0.003540186927392226,2.1460495920050215e-05,0.3733518860228381,0.61625882870286,0.00012997461172713483,1.6163967985721432e-05
16,4.375992287195407e-05,0.000168375267980261,0.0002432714458801491,9.379281039984248e-06,2.883022692521605e-05,0.9969967690801416,0.00029141017852976435,0.001033478568332121,0.001184726028299173
