x,y
1.8,2.6103074215845576
17.0,-0.06339599360476067
10.700000000000001,0.13432862609690444
9.8,0.9988292804115235
17.7,-0.2965631185174781
18.2,0.4906634222706535
0.5,1.9289983883320003
14.600000000000001,3.4397617285851507
1.2000000000000002,2.9516241916262893
15.200000000000001,2.2395032112084627
6.1000000000000005,1.5540029700075806
12.5,1.4211218365572034
18.0,0.14116879222774792
15.4,2.462116129732554
8.0,2.456137603470621
0.7000000000000001,1.7538946059925509
3.3000000000000003,0.8364446637634411
13.0,2.5258954563118956
3.7,1.1503009239732858
7.4,3.101242239508748
18.3,0.978397393097573
14.5,3.411852534996802
4.5,0.26400496811318797
15.9,1.4379380227197855
6.0,0.7550342782103296
12.3,1.2148016782717552
17.900000000000002,-0.39757943918947025
18.5,1.2853937264955797
12.200000000000001,0.9450991773487801
4.4,0.25370740984531404
1.6,2.344095103389453
5.5,0.874669774331967
15.0,2.594154052491503
11.100000000000001,0.021904674211445263
2.2,1.9162208086761001
18.900000000000002,1.7157076248601317
12.9,2.1507911751039264
0.4,2.0141407060295804
8.3,3.2203212232797798
10.600000000000001,0.26997390403588817
13.4,2.5959356367943753
6.6000000000000005,1.8513819672721352
2.6,2.2801477460855195
11.3,-0.43281465446749934
16.8,0.03364337365569925
6.300000000000001,1.6927481487550804
0.8,1.9564328956093444
7.5,2.4186762657201193
11.8,0.2127234661285592
14.3,3.0560246896735848
7.1000000000000005,2.5579498197884423
12.4,1.170322749236059
18.400000000000002,1.1540078436811907
9.700000000000001,0.6984802805277761
14.9,2.4703047109932332
2.4000000000000004,1.917828280102285
3.0,1.8153963347342457
16.0,0.7350656325426645
4.0,0.5581477784867925
5.6000000000000005,0.436404295525032
13.100000000000001,2.000804307181801
9.600000000000001,0.8523715049542927
18.1,0.35842686608204577
1.9000000000000001,2.1743815473663326
15.3,1.8968294732555837
9.200000000000001,1.694144445247323
5.4,0.8395823306518314
16.3,0.084236403407557
5.1000000000000005,0.6760474811775001
8.6,2.1462862578539452
13.9,3.62401217987788
9.0,2.066223005248249
13.700000000000001,3.503294828980097
10.100000000000001,0.6641141931612562
14.4,3.400194955063059
8.9,1.763162929835964
10.9,-0.25514204878194335
1.4000000000000001,2.174627772300821
2.7,1.7812163615875416
14.100000000000001,2.822550226769444
18.7,1.0296700644435013
4.6000000000000005,0.19202306004550873
13.8,2.6589931777093216
19.5,2.888413362066232
10.8,0.05595965990417806
6.2,1.1565423732485252
0.2,1.7239040775697114
5.9,0.6097702298032861
13.600000000000001,3.019338344515094
19.700000000000003,3.4211694270502333
4.3,0.20542733930073587
1.0,2.550954914011973
19.400000000000002,2.1622374197650602
7.300000000000001,2.8771731912765564
19.6,2.639694060682109
17.8,-0.45582075722063187
17.5,-0.24278582544271232
12.600000000000001,1.0749131131579492
9.3,2.0112657596552084
11.200000000000001,-0.5228217812835074
15.8,1.5133032748886799
19.1,1.7545238497988511
5.0,0.5365386787936718
0.0,1.9621885451174381
9.4,1.2851730189363941
11.0,0.026172514264246494
9.5,1.4811940285906702
6.4,1.726096856193525
16.7,-0.313073530025617
4.1000000000000005,0.9667250926843699
6.9,2.2251268617197564
4.9,0.6232551697538339
4.800000000000001,0.46423516036106194
8.5,2.435281086343607
1.3,2.8399872871717875
16.1,0.7068668328298482
2.3000000000000003,2.7125645086882044
18.6,1.1046137054841805
13.5,3.228074276328818
2.0,2.692758759586016
1.5,2.797561390418999
7.800000000000001,2.889299631997403
10.4,0.6977874017130304
5.2,0.5308373330222443
10.0,0.6078233822241249
7.6000000000000005,2.942122361531376
0.30000000000000004,1.3191462080705931
11.600000000000001,0.0015056366239909469
16.400000000000002,0.4988193756194156
19.8,2.9092883448495837
0.6000000000000001,2.199597176595728
6.800000000000001,2.0908805914715023
8.4,2.3490045137078086
12.100000000000001,0.5765981453779979
15.5,1.9364446911408537
17.1,-0.2345678231782753
15.600000000000001,1.7661267499425861
9.1,2.117488937075441
19.900000000000002,3.3830532507818187
1.1,2.3716422002987883
11.9,0.910617901832995
10.200000000000001,0.3107510917816455
3.5,1.0236946327303236
5.7,1.1842924327777076
6.5,2.0912279732624413
0.1,1.8042211672704287
12.0,0.24171021851160512
16.2,1.0643988183634496
4.2,0.6596346149286698
10.5,0.6573109726110697
13.200000000000001,2.1322903390719867
17.3,0.0035467434170485257
1.7000000000000002,2.2384492540173033
3.8000000000000003,0.8874486740620083
13.3,2.2386536369067844
5.300000000000001,0.7951899149089998
15.700000000000001,1.8215332417829058
12.8,1.9487768517811173
3.4000000000000004,1.1082002078546067
2.8000000000000003,1.4510534866328695
11.4,0.2540829878510227
15.100000000000001,2.4559931889313464
3.1,1.7700812645807984
16.6,0.4419980222108628
12.700000000000001,2.1933558927244943
17.6,0.07197568630653794
3.2,0.9440000778090091
14.200000000000001,3.066603640623342
16.900000000000002,0.015756758929145742
14.700000000000001,2.63900042929443
2.9000000000000004,1.7949770881541385
9.9,0.37032182714514816
8.200000000000001,2.5264266098148798
7.9,2.412044966327096
11.5,0.4148605282231457
14.8,2.5954832852934304
19.3,2.200844613829638
7.2,3.007469588300439
7.7,3.0730274058431784
2.5,1.7051200916482587
16.5,-0.13431409332573696
8.1,2.9841735857371097
18.8,1.4811294453001347
17.400000000000002,-0.6183802201055748
19.0,2.226474556767551
3.9000000000000004,0.7920853957410469
5.800000000000001,0.9362959915812122
14.0,3.2739424810358506
8.8,2.5724027872809065
7.0,2.198876903749967
8.700000000000001,2.349581907384023
3.6,0.6876696258871963
2.1,2.1400393560273416
0.9,2.7629490105446535
10.3,0.57650679325746
6.7,2.030933452640726
19.200000000000003,1.9003118884603247
11.700000000000001,0.04661250125872707
4.7,-0.176876062767789
17.2,-0.4198174972792479
